return_id,order_id,return_date,customer_id,product_id,store_id,returned_qty,refund_amount,return_reason
153,6899,2024-02-05,11097,624,23,1,27.17,Quality Issue
154,6947,2024-01-31,6260,433,31,1,61.45,Not Needed
155,6956,2024-02-05,22093,389,33,2,45.36,Late Delivery
156,6992,2024-02-04,14421,80,21,1,23.93,Not Needed
157,7012,2024-01-31,3102,713,6,1,219.99,Late Delivery
158,7034,2024-02-03,17743,440,29,1,27.81,Wrong Item
159,7113,2024-01-30,9293,109,32,2,18.12,Late Delivery
160,7146,2024-01-19,4672,416,26,1,18.93,Wrong Item
161,7159,2024-01-20,6284,27,20,2,30.53,Not Needed
162,7173,2024-01-24,982,259,20,2,36.23,Quality Issue
163,7225,2024-01-21,13079,214,32,1,3.83,Not Needed
164,7244,2024-02-01,2149,20,9,1,63.16,Late Delivery
165,7263,2024-01-18,11005,399,18,1,19.39,Not Needed
166,7281,2024-01-28,14613,605,16,1,196.71,Not Needed
167,7291,2024-01-19,5131,138,19,1,19.54,Not Needed
168,7321,2024-01-25,44,98,9,1,9.42,Damaged
169,7411,2024-01-28,3469,651,32,1,29.48,Damaged
170,7458,2024-02-04,746,190,28,1,6.1,Wrong Item
171,7571,2024-01-26,24854,62,27,1,28.65,Wrong Item
172,7589,2024-02-01,1778,555,26,2,44.97,Late Delivery
173,7687,2024-01-22,20339,430,33,1,6.62,Quality Issue
174,7769,2024-01-27,8267,305,14,1,16.5,Quality Issue
175,7837,2024-02-05,17335,100,18,1,17.09,Late Delivery
176,7867,2024-02-04,3809,423,14,1,24.56,Not Needed
177,7887,2024-01-30,18534,126,14,1,5.34,Damaged
178,7921,2024-02-01,18270,511,34,1,18.59,Wrong Item
179,7928,2024-01-23,4314,214,18,2,27.24,Not Needed
180,7934,2024-01-31,8065,260,12,1,10.97,Damaged
181,8001,2024-01-28,7322,520,9,1,16.89,Late Delivery
182,8002,2024-02-08,16164,55,34,1,10.87,Quality Issue
183,8130,2024-01-30,5444,18,9,2,4.75,Quality Issue
184,8158,2024-01-30,7874,6,14,2,2.47,Late Delivery
185,8259,2024-01-27,14860,545,15,1,13.33,Damaged
186,8268,2024-02-04,24788,145,3,1,7.46,Not Needed
187,8336,2024-02-06,24976,366,7,2,8.98,Damaged
188,8338,2024-01-28,24928,505,26,1,18.03,Not Needed
189,8380,2024-01-29,6138,262,9,2,85.54,Late Delivery
190,8581,2024-02-03,17374,262,16,1,15.8,Damaged
191,8764,2024-02-03,10248,388,17,1,16.64,Late Delivery
192,8808,2024-01-22,13665,310,9,1,11.79,Quality Issue
193,8852,2024-02-02,6556,534,32,1,14.46,Wrong Item
194,8918,2024-01-27,8098,97,20,2,1.3,Not Needed
195,8929,2024-02-01,22453,326,33,1,7.03,Not Needed
196,8960,2024-02-04,21278,20,28,1,11.37,Late Delivery
197,9084,2024-02-04,12548,364,29,1,15.19,Wrong Item
198,9086,2024-02-08,10139,394,1,2,50.74,Wrong Item
199,9099,2024-01-26,8660,344,3,2,33.57,Not Needed
200,9211,2024-01-26,21813,209,21,2,18.74,Wrong Item
201,9274,2024-01-24,7910,392,27,1,15.61,Not Needed
202,9388,2024-02-05,18524,159,5,1,12.89,Late Delivery
203,9416,2024-01-29,10951,92,11,2,2.98,Quality Issue
204,9465,2024-02-01,4895,21,8,1,10.91,Quality Issue
205,9477,2024-02-01,5510,451,27,1,58.01,Damaged
206,9491,2024-01-27,13104,601,2,1,361.6,Late Delivery
207,9873,2024-01-31,1239,428,32,1,23.12,Quality Issue
208,9913,2024-02-12,6787,539,5,2,18.28,Late Delivery
209,9937,2024-02-04,1670,172,7,1,14.02,Damaged
210,9960,2024-01-30,673,497,11,1,14.0,Late Delivery
211,10095,2024-02-05,8930,449,9,1,56.66,Quality Issue
212,10113,2024-02-08,17318,413,28,1,7.64,Late Delivery
213,10200,2024-01-27,12953,30,11,1,8.32,Wrong Item
214,10205,2024-01-27,9186,197,12,2,3.17,Quality Issue
215,10224,2024-02-02,8390,51,22,1,5.43,Not Needed
216,10282,2024-02-12,4851,96,33,1,3.59,Not Needed
217,10293,2024-02-12,23210,330,17,1,8.45,Damaged
218,10299,2024-01-26,1944,95,15,1,1.86,Not Needed
219,10346,2024-02-07,22906,44,16,2,17.04,Not Needed
220,10352,2024-02-01,23212,579,18,1,24.7,Not Needed
221,10384,2024-01-25,7297,174,9,1,4.06,Damaged
222,10519,2024-02-05,6566,204,13,2,10.79,Damaged
223,10598,2024-01-31,23919,530,20,2,26.16,Quality Issue
224,10679,2024-02-06,5100,170,17,1,0.66,Wrong Item
225,10709,2024-02-02,15930,402,1,1,18.35,Not Needed
226,10765,2024-02-05,19350,556,8,1,69.21,Not Needed
227,10861,2024-02-08,2640,383,32,1,8.47,Quality Issue
228,10889,2024-02-14,23257,140,34,1,9.57,Quality Issue
229,11081,2024-02-07,5234,290,28,2,66.3,Not Needed
230,11109,2024-02-08,3505,255,19,2,97.27,Late Delivery
231,11123,2024-02-03,14777,526,26,1,17.25,Not Needed
232,11127,2024-02-07,22332,664,14,1,462.38,Not Needed
233,11224,2024-01-29,12982,98,18,2,6.71,Damaged
234,11236,2024-01-27,22599,354,3,1,8.24,Not Needed
235,11244,2024-02-10,19882,117,22,1,3.95,Not Needed
236,11294,2024-01-30,16051,495,24,1,30.37,Late Delivery
237,11358,2024-01-29,15817,453,21,1,22.9,Quality Issue
238,11379,2024-01-28,22719,506,30,1,8.48,Not Needed
239,11434,2024-01-29,6621,437,24,1,16.42,Quality Issue
240,11440,2024-02-02,18604,54,26,2,13.08,Not Needed
241,11452,2024-02-01,4366,348,11,2,108.35,Not Needed
242,11533,2024-02-06,21294,102,7,2,8.02,Wrong Item
243,11541,2024-02-03,15348,138,13,2,17.58,Late Delivery
244,11644,2024-02-05,17684,39,24,1,5.7,Quality Issue
245,11671,2024-01-30,14338,506,4,1,4.94,Not Needed
246,11692,2024-01-28,12146,417,33,2,15.66,Not Needed
247,11745,2024-02-09,10101,5,10,1,5.76,Damaged
248,11880,2024-02-08,21465,635,30,1,546.28,Not Needed
249,12041,2024-02-10,18092,431,26,1,49.7,Damaged
250,12072,2024-02-02,21260,162,3,1,44.4,Quality Issue
251,12103,2024-02-11,779,160,26,1,16.88,Damaged
252,12127,2024-02-04,6800,185,24,1,9.14,Wrong Item
253,12150,2024-02-14,17553,682,5,1,225.93,Damaged
254,12178,2024-02-07,5411,450,8,2,17.75,Quality Issue
255,12180,2024-02-10,24311,151,26,2,12.85,Not Needed
256,12202,2024-02-09,23410,497,7,1,6.62,Quality Issue
257,12225,2024-02-13,18990,479,29,2,46.9,Quality Issue
258,12255,2024-02-06,6922,474,9,2,13.91,Not Needed
259,12346,2024-02-04,16623,183,9,2,4.28,Quality Issue
260,12400,2024-02-09,10249,328,29,1,8.14,Late Delivery
261,12454,2024-02-08,8006,57,13,1,0.76,Late Delivery
262,12628,2024-02-05,8955,401,30,1,54.45,Late Delivery
263,12631,2024-02-08,22213,280,11,2,59.43,Not Needed
264,12721,2024-02-06,11223,140,25,2,15.61,Late Delivery
265,12734,2024-02-14,9000,717,34,1,395.73,Quality Issue
266,12735,2024-02-14,2421,167,22,2,41.02,Quality Issue
267,12759,2024-02-05,4533,63,2,1,9.6,Quality Issue
268,12784,2024-02-15,17439,33,22,2,7.34,Quality Issue
269,12872,2024-02-10,1415,143,3,2,29.09,Not Needed
270,12905,2024-02-03,11201,5,34,1,10.53,Not Needed
271,12920,2024-02-13,14876,510,21,2,43.88,Late Delivery
272,12933,2024-02-17,9984,477,24,2,30.97,Quality Issue
273,13077,2024-02-15,22446,380,13,2,52.43,Wrong Item
274,13142,2024-02-04,24908,33,9,1,5.02,Late Delivery
275,13191,2024-02-09,24157,55,3,1,9.81,Quality Issue
276,13212,2024-02-12,24528,500,30,2,34.21,Not Needed
277,13327,2024-02-14,23825,326,9,1,15.05,Quality Issue
278,13369,2024-02-09,4734,166,29,1,4.89,Late Delivery
279,13399,2024-02-15,15323,140,25,1,17.67,Wrong Item
280,13508,2024-02-12,19297,523,10,1,25.13,Wrong Item
281,13591,2024-02-01,11839,296,9,2,19.38,Not Needed
282,13634,2024-02-06,10578,23,14,1,10.64,Not Needed
283,13736,2024-02-14,15059,457,26,1,40.91,Quality Issue
284,13881,2024-02-09,2370,25,23,2,42.44,Not Needed
285,13944,2024-02-04,5931,635,24,1,410.06,Quality Issue
286,13994,2024-02-14,18917,577,11,1,29.5,Wrong Item
287,14167,2024-02-16,23404,570,12,2,56.24,Damaged
288,14215,2024-02-10,11930,577,6,2,31.53,Damaged
289,14219,2024-02-10,4664,126,2,2,10.21,Not Needed
290,14256,2024-02-02,11855,560,31,1,7.69,Late Delivery
291,14418,2024-02-06,11830,546,16,1,11.65,Quality Issue
292,14424,2024-02-20,15428,147,16,2,21.49,Not Needed
293,14514,2024-02-19,1537,81,14,1,8.79,Not Needed
294,14670,2024-02-20,10204,74,4,2,25.42,Damaged
295,14720,2024-02-06,10266,172,16,1,19.38,Not Needed
296,14778,2024-02-18,8101,290,11,1,23.23,Late Delivery
297,14893,2024-02-13,395,80,20,1,20.45,Damaged
298,14906,2024-02-18,5876,129,27,1,5.83,Quality Issue
299,14926,2024-02-14,7847,174,33,2,5.76,Damaged
300,14994,2024-02-15,23897,407,27,1,9.65,Not Needed
301,15001,2024-02-20,9548,334,12,1,32.27,Wrong Item
302,15032,2024-02-11,6640,570,20,1,31.18,Quality Issue
303,15108,2024-02-05,6242,31,21,1,1.6,Quality Issue
304,15130,2024-02-21,14498,612,29,1,304.99,Late Delivery
305,15315,2024-02-24,20485,30,4,2,6.41,Quality Issue
306,15371,2024-02-07,18798,217,6,1,16.04,Not Needed
307,15381,2024-02-22,21076,297,27,1,24.08,Not Needed
308,15396,2024-02-16,23805,142,21,2,17.47,Damaged
309,15429,2024-02-20,13400,123,16,2,16.35,Quality Issue
310,15431,2024-02-23,1961,573,20,1,18.34,Quality Issue
311,15446,2024-02-06,13485,143,14,1,7.17,Late Delivery
312,15513,2024-02-14,19292,593,21,1,16.56,Wrong Item
313,15538,2024-02-19,4280,640,9,1,228.88,Not Needed
314,15549,2024-02-23,15168,439,25,1,18.21,Quality Issue
315,15690,2024-02-17,17915,495,10,1,30.02,Damaged
316,15705,2024-02-10,20083,79,14,1,9.07,Wrong Item
317,15880,2024-02-06,9773,20,2,2,30.61,Wrong Item
318,16070,2024-02-09,607,339,19,1,7.64,Not Needed
319,16167,2024-02-19,14828,332,10,1,14.37,Quality Issue
320,16234,2024-02-11,9228,71,20,1,11.76,Not Needed
321,16307,2024-02-19,5281,49,29,1,14.46,Wrong Item
322,16312,2024-02-25,20143,200,18,1,9.5,Damaged
323,16314,2024-02-23,4369,70,29,2,8.28,Wrong Item
324,16419,2024-02-18,22010,293,3,1,15.89,Wrong Item
325,16454,2024-02-22,9990,281,20,1,54.08,Wrong Item
326,16456,2024-02-18,12105,54,18,1,6.09,Not Needed
327,16601,2024-02-10,4125,258,22,1,6.35,Late Delivery
328,16654,2024-02-13,15865,344,9,2,29.23,Quality Issue
329,16717,2024-02-15,23577,32,9,1,4.82,Late Delivery
330,16718,2024-02-21,23933,206,14,2,27.4,Wrong Item
331,16748,2024-02-22,10415,639,29,1,110.52,Not Needed
332,16919,2024-02-15,9113,607,9,1,42.12,Quality Issue
333,17013,2024-02-16,3414,203,17,1,0.63,Not Needed
334,17059,2024-02-20,23433,299,14,1,46.13,Damaged
335,17083,2024-02-28,7439,322,21,2,38.56,Not Needed
336,17130,2024-02-10,10378,18,3,1,5.1,Quality Issue
337,17157,2024-02-15,3509,292,3,1,27.81,Not Needed
338,17304,2024-02-11,4980,295,29,1,30.27,Late Delivery
339,17333,2024-02-25,10436,130,8,2,2.39,Quality Issue
340,17342,2024-02-22,11708,367,15,2,15.33,Not Needed
341,17369,2024-02-15,16748,57,15,2,1.11,Quality Issue
342,17375,2024-02-18,19248,270,8,1,18.88,Not Needed
343,17419,2024-02-12,14824,189,20,1,8.79,Quality Issue
344,17456,2024-02-22,7796,18,15,1,2.85,Quality Issue
345,17580,2024-02-16,17418,82,18,1,8.67,Quality Issue
346,17607,2024-02-12,12740,241,29,1,28.09,Damaged
347,17653,2024-02-26,7464,68,29,1,8.39,Not Needed
348,17966,2024-02-17,22080,113,33,1,19.78,Late Delivery
349,18149,2024-03-01,3869,720,29,1,49.74,Not Needed
350,18176,2024-03-01,8386,391,29,1,3.53,Quality Issue
351,18217,2024-02-23,2895,161,8,1,51.22,Not Needed
352,18323,2024-02-19,1005,131,17,2,3.23,Not Needed
353,18339,2024-02-11,34,101,12,1,4.22,Late Delivery
354,18344,2024-02-24,6939,672,9,1,123.03,Not Needed
355,18348,2024-02-27,13080,249,5,2,48.7,Damaged
356,18454,2024-02-19,15491,48,19,2,1.8,Late Delivery
357,18631,2024-02-22,7946,7,7,1,4.53,Not Needed
358,18646,2024-02-20,14045,120,34,1,9.33,Late Delivery
359,18678,2024-02-28,10915,167,24,1,16.22,Not Needed
360,18715,2024-02-15,17679,555,2,1,53.89,Not Needed
361,18843,2024-02-26,7988,287,18,1,45.69,Not Needed
362,18959,2024-02-21,8341,435,13,1,5.95,Damaged
363,18983,2024-02-27,5704,111,29,1,41.34,Late Delivery
364,19060,2024-03-03,13048,211,15,1,12.04,Late Delivery
365,19071,2024-02-14,2988,152,21,1,15.69,Not Needed
366,19092,2024-02-22,11613,131,30,1,2.35,Not Needed
367,19140,2024-02-20,18802,708,17,1,102.27,Wrong Item
368,19172,2024-02-20,19817,481,3,2,41.11,Damaged
369,19206,2024-02-13,14403,136,3,1,7.02,Wrong Item
370,19221,2024-02-25,18140,479,1,1,17.73,Late Delivery
371,19229,2024-02-19,17046,146,27,1,7.88,Not Needed
372,19283,2024-02-24,18723,419,34,1,42.81,Quality Issue
373,19377,2024-03-04,19415,212,18,2,4.61,Quality Issue
374,19396,2024-02-17,4178,514,22,1,12.79,Quality Issue
375,19403,2024-02-24,5765,204,14,1,2.23,Wrong Item
376,19427,2024-02-21,9619,348,7,2,85.23,Quality Issue
377,19486,2024-02-16,14495,599,5,1,123.69,Quality Issue
378,19538,2024-02-16,941,90,22,1,4.86,Not Needed
379,19559,2024-02-15,4758,94,30,1,9.21,Not Needed
380,19570,2024-03-01,5732,412,5,2,82.11,Damaged
381,19583,2024-02-19,9380,308,5,1,13.87,Late Delivery
382,19584,2024-03-02,6901,30,27,2,11.05,Not Needed
383,19611,2024-02-27,18481,613,34,1,373.45,Late Delivery
384,19645,2024-02-21,12740,199,5,2,16.63,Not Needed
385,19713,2024-02-25,16495,276,24,1,20.38,Not Needed
386,19715,2024-02-23,21523,482,18,2,11.44,Damaged
387,19815,2024-02-25,16950,661,33,1,362.0,Quality Issue
388,19825,2024-02-22,12381,62,20,2,24.02,Quality Issue
389,19897,2024-02-27,19644,168,26,1,2.27,Wrong Item
390,19924,2024-02-26,8645,79,34,2,8.06,Late Delivery
391,20015,2024-02-20,18535,218,26,1,12.1,Quality Issue
392,20137,2024-02-19,2260,284,29,1,49.31,Late Delivery
393,20144,2024-02-15,21408,157,13,1,8.12,Damaged
394,20170,2024-02-26,11719,191,33,2,1.59,Quality Issue
395,20188,2024-02-27,22412,510,18,2,18.5,Not Needed
396,20203,2024-02-26,22055,480,11,1,13.08,Wrong Item
397,20290,2024-02-18,20496,298,1,2,19.06,Damaged
398,20348,2024-02-20,1839,133,29,1,2.9,Late Delivery
399,20404,2024-03-04,15354,86,30,2,11.22,Late Delivery
400,20554,2024-02-25,19289,512,32,1,56.37,Not Needed
401,20666,2024-03-03,7434,438,13,1,11.91,Not Needed
402,20777,2024-02-17,10684,218,30,2,9.16,Late Delivery
403,20792,2024-03-01,9315,452,4,1,6.21,Late Delivery
404,20802,2024-02-20,21624,561,25,1,19.47,Damaged
405,20896,2024-03-06,19855,169,13,2,36.98,Late Delivery
406,20979,2024-02-22,16000,222,32,1,8.36,Late Delivery
407,21083,2024-02-19,11276,143,27,1,4.68,Damaged
408,21094,2024-02-28,5793,383,21,1,3.23,Quality Issue
409,21097,2024-02-28,13850,167,8,1,7.54,Not Needed
410,21133,2024-03-07,13088,342,9,2,34.26,Late Delivery
411,21207,2024-03-01,6941,342,33,1,6.72,Not Needed
412,21269,2024-02-23,4782,18,34,1,5.89,Not Needed
413,21285,2024-02-24,3140,220,18,1,25.14,Quality Issue
414,21334,2024-03-07,21720,207,9,2,8.01,Quality Issue
415,21349,2024-02-19,14398,62,9,2,9.4,Damaged
416,21400,2024-02-21,21706,33,10,2,13.1,Wrong Item
417,21405,2024-03-07,20351,273,18,2,19.64,Not Needed
418,21546,2024-02-28,4936,61,23,2,43.07,Quality Issue
419,21664,2024-02-19,9847,248,15,2,18.24,Not Needed
420,21845,2024-03-04,7833,640,33,1,154.16,Not Needed
421,21847,2024-02-26,12723,98,34,1,3.26,Not Needed
422,21955,2024-02-26,20760,15,9,2,10.25,Not Needed
423,21959,2024-03-02,2072,252,21,1,7.52,Damaged
424,21960,2024-02-22,13013,198,30,1,6.5,Not Needed
425,21973,2024-02-23,20737,668,28,1,135.18,Quality Issue
426,22107,2024-03-08,21462,149,10,2,2.79,Late Delivery
427,22146,2024-02-24,17538,206,9,2,30.43,Damaged
428,22287,2024-02-28,21531,559,18,1,17.59,Not Needed
429,22305,2024-03-05,527,57,10,1,1.49,Quality Issue
430,22324,2024-03-10,16200,221,34,2,5.02,Quality Issue
431,22327,2024-03-04,14,404,29,2,41.31,Not Needed
432,22422,2024-02-28,19005,100,18,2,9.77,Not Needed
433,22462,2024-03-04,20039,84,24,2,5.5,Not Needed
434,22478,2024-03-09,7809,459,21,1,16.96,Not Needed
435,22524,2024-02-20,3501,408,33,1,7.84,Quality Issue
436,22538,2024-03-08,15627,224,32,1,9.72,Quality Issue
437,22673,2024-02-22,21970,436,9,1,11.48,Not Needed
438,22703,2024-02-27,20605,13,18,2,10.58,Wrong Item
439,22732,2024-02-22,9406,241,22,1,15.72,Late Delivery
440,22759,2024-03-07,9733,142,2,1,4.72,Wrong Item
441,22785,2024-02-28,1984,389,10,1,8.39,Damaged
442,22822,2024-03-04,24519,203,9,1,4.3,Not Needed
443,22857,2024-03-06,138,163,29,1,1.07,Late Delivery
444,23003,2024-02-26,13372,385,19,2,23.72,Quality Issue
445,23036,2024-02-24,11546,206,7,2,30.42,Damaged
